Position,english_level,years_experience,cv_text,highlights,looking_for,additional_info
2D Animator,Not stated,4.0,"Thanks to his extensive experience in optimizing images and animation, he proposed and implemented several ideas that reduced the weight of most pages of the company's main product (platforms for browser games) by about one and a half times and accelerated loading by 2 times. Ideas included using dynamic content loading, CSS sprites, WEBP, SVG instead of vector graphics. Proposed and implemented on the main product his own solution for rendering WebGL animations in banners easier and less resource-intensive than that of all well-known competitors. Total 4 years of experience in IT for 2 product companies. The current company is international and operates in the iGaming industry. The main tasks are related to the creation of animated websites and mini-games to attract traffic. I write the logic in JavaScript + jQuery, as well as using various animation libraries including animejs, lottie, greensock, Swiper.js. To implement character animation with minimal weight and load on the site, I improved and optimized the WebGL Player from Spine. There have been several experimental projects implementing ReactJS. Layout using Stylus and LESS preprocessors. Gulp for processes automation . I also create animation for projects including character animation using Spine, After Effects, Svagator. I had a lot of experience with animation before working in IT. Working for a product company is desirable in the field of iGaming. I consider projects and tasks not necessarily related to animation, which will give me the opportunity to grow as a developer. I would not like to relocate to Kiev. I am considering the rest of the cities and relocation abroad.","Thanks to his extensive experience in optimizing images and animation, he proposed and implemented several ideas that reduced the weight of most pages of the company's main product (platforms for browser games) by about one and a half times and accelerated loading by 2 times. Ideas included using dynamic content loading, CSS sprites, WEBP, SVG instead of vector graphics. Proposed and implemented on the main product his own solution for rendering WebGL animations in banners easier and less resource-intensive than that of all well-known competitors.","Working for a product company is desirable in the field of iGaming. I consider projects and tasks not necessarily related to animation, which will give me the opportunity to grow as a developer. I would not like to relocate to Kiev. I am considering the rest of the cities and relocation abroad.","Total 4 years of experience in IT for 2 product companies. The current company is international and operates in the iGaming industry. The main tasks are related to the creation of animated websites and mini-games to attract traffic. I write the logic in JavaScript + jQuery, as well as using various animation libraries including animejs, lottie, greensock, Swiper.js. To implement character animation with minimal weight and load on the site, I improved and optimized the WebGL Player from Spine. There have been several experimental projects implementing ReactJS. Layout using Stylus and LESS preprocessors. Gulp for processes automation . I also create animation for projects including character animation using Spine, After Effects, Svagator. I had a lot of experience with animation before working in IT."
2D Animator,Not stated,1.0,"I am such a self-motivated person. Can prove this, because I changed my career way one year ago and now, I have reached a lot of accomplishments in my career and personal sphere. I will be able to hit your team and make a product, team work better and a little bit joyfully. Main Language stack: HTML/CSS; Version Control Systems: Github, BitBucket; Tools: Sourсetree, Figma, Xd, PS. Animation (keyframes), AWD, and RWD. Pre-Processors: LESS and SASS. Package manager: npm. Theoretical (Basic) knowledge: JS. Finished course - CSS animation, Udemy Continue course - JS from scratch, Udemy Has a Strong Team. Creates a Maintaining project and teamwork. Has a Lead or a Senior developer who can give a hand or explain smth. Has development rules/processes or a code convention.","I am such a self-motivated person. Can prove this, because I changed my career way one year ago and now, I have reached a lot of accomplishments in my career and personal sphere. I will be able to hit your team and make a product, team work better and a little bit joyfully.",Has a Strong Team. Creates a Maintaining project and teamwork. Has a Lead or a Senior developer who can give a hand or explain smth. Has development rules/processes or a code convention.,"Main Language stack: HTML/CSS; Version Control Systems: Github, BitBucket; Tools: Sourсetree, Figma, Xd, PS. Animation (keyframes), AWD, and RWD. Pre-Processors: LESS and SASS. Package manager: npm. Theoretical (Basic) knowledge: JS. Finished course - CSS animation, Udemy Continue course - JS from scratch, Udemy"
2D Animator,Not stated,2.0,"During my career, I have worked in various positions in game development (game designer and level designer, integrator, animator and tester ). Thus, in addition to the fact that I can come up with a plot and levels, I can collect simple levels in Photoshop and export/import them to the Unity. I can also do simple animations in Unity such as animated backgrounds, as well as simple character animations, setting effects, etc I did level design in the style of hidden objects , worked on dialogues, and also integrated animated characters At the moment I am looking for work in game development and any of the listed position will suit me, or even all at once I am ready to do the all kind of work at once as a junior specialist.",Not stated,Not stated,"During my career, I have worked in various positions in game development (game designer and level designer, integrator, animator and tester ). Thus, in addition to the fact that I can come up with a plot and levels, I can collect simple levels in Photoshop and export/import them to the Unity. I can also do simple animations in Unity such as animated backgrounds, as well as simple character animations, setting effects, etc I did level design in the style of hidden objects , worked on dialogues, and also integrated animated characters At the moment I am looking for work in game development and any of the listed position will suit me, or even all at once I am ready to do the all kind of work at once as a junior specialist."
2D Animator,Not stated,10.0,"10 years of experience in the field of casual and social games. Experience in project management at all levels of development: writing design documents, art-direction, narrative design, ui-ux design, etc(https://vk.com/mybeautysalongame). Spine, Unity3D, Adobe Illustrator, Adobe Photoshop, Flash, GameDesign , Maya, Art Direction, Ui-Ux The opportunity to develop my skills. Participation in the creation of a quality product.","10 years of experience in the field of casual and social games. Experience in project management at all levels of development: writing design documents, art-direction, narrative design, ui-ux design, etc(https://vk.com/mybeautysalongame).",The opportunity to develop my skills. Participation in the creation of a quality product.,"Spine, Unity3D, Adobe Illustrator, Adobe Photoshop, Flash, GameDesign , Maya, Art Direction, Ui-Ux"
2D Animator,Basic,2.5,"my portfolio https://www.behance.net/maxsokal Edge Animate, Illustrator, Photoshop, After Effect, Muse, HTML5, CSS3 examples of animation http://maxsokal.ho.ua/",my portfolio https://www.behance.net/maxsokal,Not stated,"Edge Animate, Illustrator, Photoshop, After Effect, Muse, HTML5, CSS3 examples of animation http://maxsokal.ho.ua/"
2D Animator,Not stated,0.5,"My accomplishments are the skills that I have gained over the years and my work experience with different people. Also, my accomplishment is the education that provided me with valuable theoretical and practical knowledge. I've been working in Interior design Project Management for over 5 years. Where I cooperated with different people and businesses. I have developed listening, communication, and organizational skills, which were useful for my career growth and experience. Unfortunately, last year's circumstances led me to leave my homeland and my life underwent significant changes. My familiar line of work became a painful reminder of my previous life. As a result, I made the decision to preserve interior design as more of a hobby, and now I want to start a new chapter in my life. I am looking for the opportunity to explore an exciting new field. To gain new perspectives, get fresh knowledge, and feel stability. I work mostly in Spine and Procreate. I also have basic skills in Photoshop and Adobe After Effects. I am attentive, hard-working, and a quick learner. I am ready to participate in the internship program to receive constructive feedback, expand my knowledge, and get a full-time job. I want to work with interesting, creative, and technically skilled individuals. I seek opportunities for professional growth, learning, and development. I also believe in the value of close collaboration and teamwork, which leads to better results and ensures my personal and professional growth.","My accomplishments are the skills that I have gained over the years and my work experience with different people. Also, my accomplishment is the education that provided me with valuable theoretical and practical knowledge.","I am attentive, hard-working, and a quick learner. I am ready to participate in the internship program to receive constructive feedback, expand my knowledge, and get a full-time job. I want to work with interesting, creative, and technically skilled individuals. I seek opportunities for professional growth, learning, and development. I also believe in the value of close collaboration and teamwork, which leads to better results and ensures my personal and professional growth.","I've been working in Interior design Project Management for over 5 years. Where I cooperated with different people and businesses. I have developed listening, communication, and organizational skills, which were useful for my career growth and experience. Unfortunately, last year's circumstances led me to leave my homeland and my life underwent significant changes. My familiar line of work became a painful reminder of my previous life. As a result, I made the decision to preserve interior design as more of a hobby, and now I want to start a new chapter in my life. I am looking for the opportunity to explore an exciting new field. To gain new perspectives, get fresh knowledge, and feel stability. I work mostly in Spine and Procreate. I also have basic skills in Photoshop and Adobe After Effects."
2D Animator,Intermediate,0.0,"finished 2d animation courses and work courses at Spine don't have a job interview yet but it's a matter of time, willing to use my newbies and strengthen them, focused for hardworking I learn quickly, I work well in a team, even though I was in a different field of activity",finished 2d animation courses and work courses at Spine,Not stated,"don't have a job interview yet but it's a matter of time, willing to use my newbies and strengthen them, focused for hardworking I learn quickly, I work well in a team, even though I was in a different field of activity"
2D Animator,Not stated,3.0,"GSC Game World S.T.A.L.K.E.R 2 - 3D animator (2021) Facial animator ( dynimixz software ) Mocap artist ( Vicon system, shogun ) Mocap coordinator ( Vicon system, shogun ) 3D animator ( keyframe animation biped, quadruped character, mocap cleaning, freelancers support ) Hello, I'm Anton, an animator specializing in animation and rigging using Maya. Since 2019, I have been actively pursuing a CGTARIAN animation course. I am well-versed in the workflow process of layout, blocking, splining, and polishing in Maya. With a solid understanding of the 12 principles of animation, I apply them effectively in my work. I thrive on challenging tasks as they contribute to the refinement of my professional skills. I am a native Russian and Ukrainian speaker, I possess a pre-intermediate level of English proficiency. With a strong sense of self-motivation, I consistently deliver high-quality work with a keen eye for perfection and adherence to deadlines. Currently, I am proudly employed at GSC Game World!","GSC Game World S.T.A.L.K.E.R 2 - 3D animator (2021) Facial animator ( dynimixz software ) Mocap artist ( Vicon system, shogun ) Mocap coordinator ( Vicon system, shogun ) 3D animator ( keyframe animation biped, quadruped character, mocap cleaning, freelancers support )",Not stated,"Hello, I'm Anton, an animator specializing in animation and rigging using Maya. Since 2019, I have been actively pursuing a CGTARIAN animation course. I am well-versed in the workflow process of layout, blocking, splining, and polishing in Maya. With a solid understanding of the 12 principles of animation, I apply them effectively in my work. I thrive on challenging tasks as they contribute to the refinement of my professional skills. I am a native Russian and Ukrainian speaker, I possess a pre-intermediate level of English proficiency. With a strong sense of self-motivation, I consistently deliver high-quality work with a keen eye for perfection and adherence to deadlines. Currently, I am proudly employed at GSC Game World!"
2D Animator,Not stated,7.0,"- Team Lead - gamedev playable advertisement + UI/UX - Slots - NFT games - adults - motion 2D/3D - VFX (UE5/Unity exp.) also, additional experience as art director and sound designer. IT carrier started as graph designer in 2014.",Not stated,Not stated,"- Team Lead - gamedev playable advertisement + UI/UX - Slots - NFT games - adults - motion 2D/3D - VFX (UE5/Unity exp.) also, additional experience as art director and sound designer. IT carrier started as graph designer in 2014."
2D Animator,Not stated,9.0,"Starting from 2018, I begin working not as a freelancer. I received experience on many projects related to different game styles: match 3, hide and seek, runners, strategies, city-building simulators, slots. I have experience in such programs as: spine, maya, photoshop, illustrator, Unity, after effect, unreal engine. At this moment I work as a senior animator and I want to develop towards leading the team: the distribution of tasks for animation, the definition of estimates, writing documentation from the animation side of the project, etc. Although I am still doing this",Not stated,Not stated,"Starting from 2018, I begin working not as a freelancer. I received experience on many projects related to different game styles: match 3, hide and seek, runners, strategies, city-building simulators, slots. I have experience in such programs as: spine, maya, photoshop, illustrator, Unity, after effect, unreal engine. At this moment I work as a senior animator and I want to develop towards leading the team: the distribution of tasks for animation, the definition of estimates, writing documentation from the animation side of the project, etc. Although I am still doing this"
2D Animator,Not stated,4.0,"Experienced Game Animator is adept at producing VFX and animation for mobile games for over 3 years. Having a huge experience working in cross-functional teams in close symbiosis with engineers using Scrum Agile framework. Having experience working as a Lead Game Animator. Most experienced in 2D animations and VFX for mobile games and motion graphics for mobile game creatives. Excellent knowledge of Spine 2D and After Effects with 2D and 3D animation plugins, like Element 3D. Strong knowledge of Unity’s objects, like spine-c# library, Mecanim Animator, UI System, Particle System. Proficient knowledge of mobile UI/UX design. Proficient knowledge of Adobe Photoshop and Illustrator for digital art. Strong attention to detail, excellent time management and strategic planning skills, and excellent teamwork abilities. Having experience in Scrum team building for mobile GaaS products. Experienced in implementing Agile principles and the system of organizations like Trello and Jira. Strong knowledge of Miro, Notion, and Slack messenger. In the middle of studying Unity's shaders, c#, and spine-c#. In the middle of studying Maya for cutscenes rigging.",Not stated,Not stated,"Experienced Game Animator is adept at producing VFX and animation for mobile games for over 3 years. Having a huge experience working in cross-functional teams in close symbiosis with engineers using Scrum Agile framework. Having experience working as a Lead Game Animator. Most experienced in 2D animations and VFX for mobile games and motion graphics for mobile game creatives. Excellent knowledge of Spine 2D and After Effects with 2D and 3D animation plugins, like Element 3D. Strong knowledge of Unity’s objects, like spine-c# library, Mecanim Animator, UI System, Particle System. Proficient knowledge of mobile UI/UX design. Proficient knowledge of Adobe Photoshop and Illustrator for digital art. Strong attention to detail, excellent time management and strategic planning skills, and excellent teamwork abilities. Having experience in Scrum team building for mobile GaaS products. Experienced in implementing Agile principles and the system of organizations like Trello and Jira. Strong knowledge of Miro, Notion, and Slack messenger. In the middle of studying Unity's shaders, c#, and spine-c#. In the middle of studying Maya for cutscenes rigging."
2D Animator,Not stated,2.5,"In one year, my team and I made 8 games, all of which were successfully released. I had the opportunity to work not only in Spine, but also performed animations in After Effect, which I integrated into animations in Spine. I also had the opportunity to make animations in Unity, it was an interesting and useful experience. Responsibilities: - Spine (rigging, blocking, key poses, spacing, polishing, optimization and export assets, 3d effects, vfx, Ui); - preparation of art for export to Adobe Photoshop; - expansion of animation in After Effects (water, fire, lightning, smoke); - animation in Unity; - developers suppor; - work with tools (jira, hurma, svn, meeting).","In one year, my team and I made 8 games, all of which were successfully released. I had the opportunity to work not only in Spine, but also performed animations in After Effect, which I integrated into animations in Spine. I also had the opportunity to make animations in Unity, it was an interesting and useful experience.",Not stated,"Responsibilities: - Spine (rigging, blocking, key poses, spacing, polishing, optimization and export assets, 3d effects, vfx, Ui); - preparation of art for export to Adobe Photoshop; - expansion of animation in After Effects (water, fire, lightning, smoke); - animation in Unity; - developers suppor; - work with tools (jira, hurma, svn, meeting)."
2D Animator,Advanced,5.0,"Bsc. Computer science, Certification in Arts and technology. Unity expert Unreal Engine Blender expert I have modelled over 1000 characters and 600 plus Animation video. I am an Expert Artist with over 5 years experience in character modeling and animation. I work with team comprising over 10 expert Artist and animators working tirelessly with different software such as Blender, Maya, Autodesk Maya, Substance painter for texturing and Zbrush for 3d sculpting. Customer satisfaction is our priority and High quality character modeling and animation is guaranteed.","Bsc. Computer science, Certification in Arts and technology. Unity expert Unreal Engine Blender expert I have modelled over 1000 characters and 600 plus Animation video.",Not stated,"I am an Expert Artist with over 5 years experience in character modeling and animation. I work with team comprising over 10 expert Artist and animators working tirelessly with different software such as Blender, Maya, Autodesk Maya, Substance painter for texturing and Zbrush for 3d sculpting. Customer satisfaction is our priority and High quality character modeling and animation is guaranteed."
2D Animator,Intermediate,11.0,"I am Adobe Certified Professional from Baku. My experience in Motion graphics and video editing is more than 12 years. I have done many freelance works, but most of all I have worked on stock sites. I made more than 450 After Effects and Premiere templates on Motionarray, Videohive, Pond5, and motionelements. Now I am teaching motion graphics at Baku Design Academy.",Not stated,Not stated,"I am Adobe Certified Professional from Baku. My experience in Motion graphics and video editing is more than 12 years. I have done many freelance works, but most of all I have worked on stock sites. I made more than 450 After Effects and Premiere templates on Motionarray, Videohive, Pond5, and motionelements. Now I am teaching motion graphics at Baku Design Academy."
2D Animator,Advanced,6.0,"Understanding of the selling and dopamine-generating style Streamlining the vision from general to specific, optimizing the attention flow - mine and other animators' Starting work from scalable sketches to control the process Building the most efficient pipelines in development of assets of any kind Las Vegas business trips, animations for top online slot providers Senior 2D animator with experience in all kinds of animation, starting from cartoons to slot machines and game development, and hands on full cycle game develoment 2021 - Clovertech - product company, tight integration of code and animation, innovations in code, leading, task descriptions, Jira game script analysis writing technical tasks for animation team 2D animation in Spine team management (handling daily meetings, task delegation, Jira management) 2018-2021 - Yarki Studio - work for European providers of online slots (Estonia, Sweden) - Spine2D, file optimization, particle engine 2D animation of slot machine assets in Spine2D / After Effects / Pixi.js 2D animation of animated film in Spine / handdrawn / Toonboom Godot game development (full cycle) 2016-2018 - Twin Win Games, work trips to Las-Vegas, land-based slots with rich visuals 2D animation of slot machine assets in After Effects / Spine2D Team leading - creative and technical mentoring Ability to focus on production of high-quality games/assets Opportunity to start the projects based on concepts/pitches Documented and streamlined communtication Centralized task creation system","Understanding of the selling and dopamine-generating style Streamlining the vision from general to specific, optimizing the attention flow - mine and other animators' Starting work from scalable sketches to control the process Building the most efficient pipelines in development of assets of any kind Las Vegas business trips, animations for top online slot providers",Ability to focus on production of high-quality games/assets Opportunity to start the projects based on concepts/pitches Documented and streamlined communtication Centralized task creation system,"Senior 2D animator with experience in all kinds of animation, starting from cartoons to slot machines and game development, and hands on full cycle game develoment 2021 - Clovertech - product company, tight integration of code and animation, innovations in code, leading, task descriptions, Jira game script analysis writing technical tasks for animation team 2D animation in Spine team management (handling daily meetings, task delegation, Jira management) 2018-2021 - Yarki Studio - work for European providers of online slots (Estonia, Sweden) - Spine2D, file optimization, particle engine 2D animation of slot machine assets in Spine2D / After Effects / Pixi.js 2D animation of animated film in Spine / handdrawn / Toonboom Godot game development (full cycle) 2016-2018 - Twin Win Games, work trips to Las-Vegas, land-based slots with rich visuals 2D animation of slot machine assets in After Effects / Spine2D Team leading - creative and technical mentoring"
2D Animator,Not stated,5.0,"Animator since 2019, lead animator since 2021. 2D Animation for mobile games, gamble and cartoons. Characters, environments, UI, vfx. Management and supervision of animation team. Soft: Spine, After Effects, Blender.",Not stated,Not stated,"Animator since 2019, lead animator since 2021. 2D Animation for mobile games, gamble and cartoons. Characters, environments, UI, vfx. Management and supervision of animation team. Soft: Spine, After Effects, Blender."
2D Animator,Not stated,6.0,"• Characters animation • Inverse Kinematics and Rigging • VFX animation • Meta objects and Items animations • Backgraunds animation • creation of video materials for world exhibitions and conferences • animation of non-game elements, landing pages, banners, asd, in-app-ads • design animation of UI Unreal 4&5 | Unity 3D • creation of automated animation mechanics in crossdevelopment • summary and audio audit. AssetBundle generation. • vfx animation (particle systems) • shaders animation (directx, opengl, mobile) • multiple Skeletons skins Rigging for Web3 Spine Animator / Unity Technical Artist",Not stated,Spine Animator / Unity Technical Artist,"• Characters animation • Inverse Kinematics and Rigging • VFX animation • Meta objects and Items animations • Backgraunds animation • creation of video materials for world exhibitions and conferences • animation of non-game elements, landing pages, banners, asd, in-app-ads • design animation of UI Unreal 4&5 | Unity 3D • creation of automated animation mechanics in crossdevelopment • summary and audio audit. AssetBundle generation. • vfx animation (particle systems) • shaders animation (directx, opengl, mobile) • multiple Skeletons skins Rigging for Web3"
2D Animator,Intermediate,7.0,"7 years experience of animation. Spine 2d, After Effects, Unity. Сharacters, environments, symbols animations, also all kind of animations for slots games. 7 years experience of animation, in motion design and various types of games. GameDev, Spine 2d Slots Animation.",7 years experience of animation.,"GameDev, Spine 2d Slots Animation.","Spine 2d, After Effects, Unity. Сharacters, environments, symbols animations, also all kind of animations for slots games. 7 years experience of animation, in motion design and various types of games."
2D Animator,Not stated,1.5,"Kate Motion Academy 2D Spine Animation Course Freelance work 1,5 year Skills - Spine 2D skeletal animation software, Adobe Photoshop, VFX, classical animation theory, knowledge of psychology of visual perception",Not stated,Not stated,"Kate Motion Academy 2D Spine Animation Course Freelance work 1,5 year Skills - Spine 2D skeletal animation software, Adobe Photoshop, VFX, classical animation theory, knowledge of psychology of visual perception"
2D Animator,Intermediate,1.5,"As Spine animator I can: - independently make changes to the Photoshop source and correct/finish minor elements if necessary, export layers; - work with Unity for 2D animation; - I have an understanding of the basics of body mechanics, 12 laws of animation; - create facial animation, body movement, UI, complex objects (construction of buildings, animation of windows, transfer the weight of the character, objects on the location); - create pseudo 3D; - use skins; - basic knowledge of working with VFX (and want to develop it). - optimize and export animation. As motion designer I can: - create videos for mobile games advertising; - character animation in Spine Pro, UI / UX environment, -> assembling in After Effects or Premiere Pro, sound-design. - work according to the script or create one; edit an existing one. - search stock graphics or footage, correct in Illustrator or Photoshop; - search music, sounds, make final editing. I have experience as a graphic and motion designer in a web studio and freelancer. Created various logos, branding, packaging design, illustrations and icons for websites. When the studio needed to animate created websites for presentations, as well as illustrations and icons, I studied After Effects and Premiere Pro. I also have experience in creating video clips using stock video and graphics, from script to editing. I love to improve myself and learn something new, I'm not afraid of change. As a hobby, I like to create something not only in the virtual, but also in the real, physical world: sometimes I sew clothes, do upcycling (new life for old staff). For example: from vintage jeans - a backpack. In 2021, I got interested in character and game animation. After studying the Spine program and the basics of animation, I’ve got to aim to find a job as a Spine animator. I do like to work with different drawing styles, but my favorites - are cute, kind of “kawaii” style characters, anime and Disney style. As Spine animator I can: - independently make changes to the Photoshop source and correct/finish minor elements if necessary, export layers; - work with Unity for 2D animation; - I have an understanding of the basics of body mechanics, 12 laws of animation; - create facial animation, body movement, UI, complex objects (construction of buildings, animation of windows, transfer the weight of the character, objects on the location); - rigg 2,5D; - use skins; - basic knowledge of working with VFX (and want to develop it). - optimize and export animation. Preferably looking for a fully remote job. Can describe myself as not a conflicted person, introvert, but very extravert with close friends. I do like to work in a team and be a part of creating something big. I have attention to details, adaptability, ability to accept criticism, perseverance.","As Spine animator I can: - independently make changes to the Photoshop source and correct/finish minor elements if necessary, export layers; - work with Unity for 2D animation; - I have an understanding of the basics of body mechanics, 12 laws of animation; - create facial animation, body movement, UI, complex objects (construction of buildings, animation of windows, transfer the weight of the character, objects on the location); - create pseudo 3D; - use skins; - basic knowledge of working with VFX (and want to develop it). - optimize and export animation. As motion designer I can: - create videos for mobile games advertising; - character animation in Spine Pro, UI / UX environment, -> assembling in After Effects or Premiere Pro, sound-design. - work according to the script or create one; edit an existing one. - search stock graphics or footage, correct in Illustrator or Photoshop; - search music, sounds, make final editing.",Not stated,"I have experience as a graphic and motion designer in a web studio and freelancer. Created various logos, branding, packaging design, illustrations and icons for websites. When the studio needed to animate created websites for presentations, as well as illustrations and icons, I studied After Effects and Premiere Pro. I also have experience in creating video clips using stock video and graphics, from script to editing. I love to improve myself and learn something new, I'm not afraid of change. As a hobby, I like to create something not only in the virtual, but also in the real, physical world: sometimes I sew clothes, do upcycling (new life for old staff). For example: from vintage jeans - a backpack. In 2021, I got interested in character and game animation. After studying the Spine program and the basics of animation, I’ve got to aim to find a job as a Spine animator. I do like to work with different drawing styles, but my favorites - are cute, kind of “kawaii” style characters, anime and Disney style. As Spine animator I can: - independently make changes to the Photoshop source and correct/finish minor elements if necessary, export layers; - work with Unity for 2D animation; - I have an understanding of the basics of body mechanics, 12 laws of animation; - create facial animation, body movement, UI, complex objects (construction of buildings, animation of windows, transfer the weight of the character, objects on the location); - rigg 2,5D; - use skins; - basic knowledge of working with VFX (and want to develop it). - optimize and export animation. Preferably looking for a fully remote job. Can describe myself as not a conflicted person, introvert, but very extravert with close friends. I do like to work in a team and be a part of creating something big. I have attention to details, adaptability, ability to accept criticism, perseverance."
2D Animator,Intermediate,2.0,"Six months of experience on the fiverr platform and still working at kinkoid, I have performed both character animation (from simple to action scenes) and animation of inanimate objects, I have Spine 2d Professional and confidently use the latest version",Not stated,Not stated,"Six months of experience on the fiverr platform and still working at kinkoid, I have performed both character animation (from simple to action scenes) and animation of inanimate objects, I have Spine 2d Professional and confidently use the latest version"
2D Animator,Not stated,1.0,"I have a year of spine animation experience, including character bone animation, UI and effects animation, especially for slots and mobile games. In addition, 2 years of experience in business analytics, in particular, analysis of American companies that are included in major indexes, such as Dow Jones or S&P 500. Selection of highly volatile securities for trading and strong and stable securities for medium-term investments First of all, I pay attention to the friendliness of the team and the collective, the possibility of developing skills and sharing experience, the flexibility of the schedule and the availability of an office",Not stated,"First of all, I pay attention to the friendliness of the team and the collective, the possibility of developing skills and sharing experience, the flexibility of the schedule and the availability of an office","I have a year of spine animation experience, including character bone animation, UI and effects animation, especially for slots and mobile games. In addition, 2 years of experience in business analytics, in particular, analysis of American companies that are included in major indexes, such as Dow Jones or S&P 500. Selection of highly volatile securities for trading and strong and stable securities for medium-term investments"
2D Animator,Not stated,6.0,"- Created and released games - As a part of Mac Line team designed new brand identity for outstanding product companies and IT Firms ( Delphi and etc.); - As a part of Marketing UA Creative designed a lot of good-working marketing materials ( such as banners, playable ads and videos); - Took part in designing new brand materials. Skills: managing team, creating game design, organising tasks in Jira, Confluence, time estimation. marketing design, motion graphics, digital art, typography, infographics. Tools: Spine, Dragone Bones, Photoshop, Illustrator, After Effect, InDesign, Google Web Designer, 3D Element, Particle Illusion. I'd love to develop new projects and search for better solutions, as a part of new team.","- Created and released games - As a part of Mac Line team designed new brand identity for outstanding product companies and IT Firms ( Delphi and etc.); - As a part of Marketing UA Creative designed a lot of good-working marketing materials ( such as banners, playable ads and videos); - Took part in designing new brand materials.","I'd love to develop new projects and search for better solutions, as a part of new team.","Skills: managing team, creating game design, organising tasks in Jira, Confluence, time estimation. marketing design, motion graphics, digital art, typography, infographics. Tools: Spine, Dragone Bones, Photoshop, Illustrator, After Effect, InDesign, Google Web Designer, 3D Element, Particle Illusion."
2D Animator,Not stated,9.0,"I have won several international contests for TV commercials, completed several government orders, and also created advertisements for some of the world's leading companies. 2020-present Supersonic from Unity - hyper-casual game publisher | Part of the Unity Technologies Technical Artist Currently, I am involved in various tasks aimed at improving our games. This includes preparing and integrating assets, canvas groups, animating UI elements, and bringing various objects to life within the game, such as character and object animations, VFX, and physics settings. In addition, I am responsible for level design, SFX, and creating captivating creative recordings for different advertisements, applying post-production techniques to make them stand out. I am also capable of handling simple coding tasks and I try my best to improve this skill every week. 2018-2020 Iron Source - the world leader in digital advertising. Backed by Carmel Ventures, a Viola Group affiliate. Software Engineer & Motion Designer I have worked on graphic and animation designs for mobile games developed by external clients. Additionally, I have been creating interactive videos using a small game advertising engine called RIVI. 2017-2018 Govitall - the world’s largest international IT product company in the realm of educational projects. Motion Designer I have actively contributed to the graphic and animation design development for a Ukrainian startup aiming to penetrate the US market. 2017-2017 AIR (Agency of Internet Rights) - media company and YouTube-certified Multi-Channel Network (MCN) Motion & Graphic Designer I have been responsible for creating comprehensive packages of graphics and animation designs for the top channels within the YouTube network. 2014-2016 ICTV - privately held TV channel in Ukraine Motion & Graphic Designer I have had the opportunity to collaborate with multiple TV broadcasts, where I played a key role in the development of advertising content for external clients. I have also been involved in creating video advertisements for external clients, which were later broadcasted on this television channel. 2013-2014 Teenspirit Ventures LTD - international production studio that specializes in producing top-rated television programs, music, and promo videos Motion & Graphic Designer I had the opportunity to work with popular TV shows such as ""Heads and Tails"", ""Heads and Tails Shopping"", and ""Kitchen with Dmitry Shepelev"". In these roles, I was responsible for creating a complete package of graphics and post-production. I want to create masterpieces of mobile games that resonate with players worldwide","I have won several international contests for TV commercials, completed several government orders, and also created advertisements for some of the world's leading companies.",I want to create masterpieces of mobile games that resonate with players worldwide,"2020-present Supersonic from Unity - hyper-casual game publisher | Part of the Unity Technologies Technical Artist Currently, I am involved in various tasks aimed at improving our games. This includes preparing and integrating assets, canvas groups, animating UI elements, and bringing various objects to life within the game, such as character and object animations, VFX, and physics settings. In addition, I am responsible for level design, SFX, and creating captivating creative recordings for different advertisements, applying post-production techniques to make them stand out. I am also capable of handling simple coding tasks and I try my best to improve this skill every week. 2018-2020 Iron Source - the world leader in digital advertising. Backed by Carmel Ventures, a Viola Group affiliate. Software Engineer & Motion Designer I have worked on graphic and animation designs for mobile games developed by external clients. Additionally, I have been creating interactive videos using a small game advertising engine called RIVI. 2017-2018 Govitall - the world’s largest international IT product company in the realm of educational projects. Motion Designer I have actively contributed to the graphic and animation design development for a Ukrainian startup aiming to penetrate the US market. 2017-2017 AIR (Agency of Internet Rights) - media company and YouTube-certified Multi-Channel Network (MCN) Motion & Graphic Designer I have been responsible for creating comprehensive packages of graphics and animation designs for the top channels within the YouTube network. 2014-2016 ICTV - privately held TV channel in Ukraine Motion & Graphic Designer I have had the opportunity to collaborate with multiple TV broadcasts, where I played a key role in the development of advertising content for external clients. I have also been involved in creating video advertisements for external clients, which were later broadcasted on this television channel. 2013-2014 Teenspirit Ventures LTD - international production studio that specializes in producing top-rated television programs, music, and promo videos Motion & Graphic Designer I had the opportunity to work with popular TV shows such as ""Heads and Tails"", ""Heads and Tails Shopping"", and ""Kitchen with Dmitry Shepelev"". In these roles, I was responsible for creating a complete package of graphics and post-production."
2D Animator,Basic,0.0,"Graduate SkillUp training course. SoloLearn Python Core. SoloLearn SQL.I was able to independently write a simple program in Python, for general educational purposes. Graduate SkillUp training course, Trainee Manual QA. SQL, HTML, CSS, Postman, Jira, Trello, Python Core.","Graduate SkillUp training course. SoloLearn Python Core. SoloLearn SQL.I was able to independently write a simple program in Python, for general educational purposes.",Not stated,"Graduate SkillUp training course, Trainee Manual QA. SQL, HTML, CSS, Postman, Jira, Trello, Python Core."
2D Animator,Intermediate,11.0,"pistolkors.com Adobe: Photoshop, Illustrator, Animate, XD, After Effects; Sketch, Figma Professional growth. Informal atmosphere. Nice and friendly team. Interesting tasks.",pistolkors.com,Professional growth. Informal atmosphere. Nice and friendly team. Interesting tasks.,"Adobe: Photoshop, Illustrator, Animate, XD, After Effects; Sketch, Figma"
